QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20151001_002474		세상이 망했어도 사람은 살아 남아.{nl}믿을 수 있는 컴패니언과 무슨 짓을 다해서라도 이기려는 마음만 있다면 말이지.	QUEST_LV_0100_20150317_000970	Isn't this city amazing? I want to stay here if I can.{nl}But, I prefer going to other places with my horse.	이 도시 멋지지 않나? 여유가 된다면 여기에 머물고 싶군.{nl}하지만 역시 나는 말을 타고 어딘가 떠돌아다니는 게 더 좋아.	하카펠 마스터
QUEST_20151001_002475		이것 또한 라이마가 보았던 나의 시련이자 사명일 터.. {nl}그대에게 라이마의 전언을 들려드리겠습니다.{nl}	QUEST_20150317_000281	I thank you, Savior. {nl}If I had listened to Laima, I would not be regretting this day.	감사합니다, 구원자여.{nl}라이마의 말을 들었어야 했는데.. 지난 날이 후회스럽습니다.{nl}	여신 가비야
QUEST_20151001_002476		합당한 대가만 있다면 뭐. 내 기술을 배우고 싶다는 사람을 뭐하러 막겠어?{nl}오히려 환영할만한 일이지. 따라다니면서 배우라고 하진 않지만 말야.	QUEST_LV_0100_20150317_001201	I don't mind people learning my skills if I receive reasonable rewards.{nl}In truth, I will welcome them.{nl}Although, I won't chase after them to teach them.	합당한 대가만 있다면 뭐. 내 기술을 배우고 싶다는 사람을 뭐하러 막겠어?{nl}오히려 환영할만한 일이지.{nl}따라다니면서 배우라고 하진 않지만 말야.{nl}	로그 마스터
QUEST_20151001_002477		어떤 계시자가 수정광산의 마족을 몰아냈다더군.{nl}오랜만에 듣기 좋은 소식 아니겠소. {nl}자자. 천천히 구경해 보시오.				장비 상인
QUEST_20151001_002478		테넷 성당 소식 들었소?{nl}이러다 진짜로 계시자가 여신을 찾아올지도 모르겠소. {nl}덕분에 나도 장사 덕좀 보고.				장비 상인
QUEST_20151001_002479		계시자님들이 오시고 나서 좋은 소식이 많이 들려와서 정말 기분이 좋아요.{nl}세상이 정말 어떻게 될까 계속 우울했거든요. 아, 천천히 둘러보세요.				잡화 상인
QUEST_20151001_002480		어떤 계시자님 덕분에 수정광산이 곧 다시 열릴지도 모른대요.{nl}자, 구경은 공짜니까 천천히 둘러보세요.				잡화 상인
QUEST_20151001_002481		수정광산 이야기 들으셨어요?{nl}어떤 계시자가 그 무서운 마군주를 물리쳤다는데, 정말 대단한 거 같아요.{nl}자, 사양 마시고 천천히 구경해 보셔요.				악세서리 상인
QUEST_20151001_002482		사실 전 테넷 성당에 여신께서 계시길 기대했었는데, 아니였나봐요.{nl}그래도 계시자님들께서 꼭 찾아 주시겠죠?{nl}그래서 어려운 시기지만 가격을 올리지 않기로 했어요. 확인해 보세요.				악세서리 상인
QUEST_20151001_002483		수정광산이 곧 재개된다니 듣던 중 반가운 이야기 아니겠소.{nl}난 당장 내일 모레라도 세상이 망할 줄 알았다오. {nl}어디, 내가 어떤 장비를 봐줬으면 좋겠소?				대장장이
QUEST_20151001_002484		테넷 성당을 구했다는 계시자라.. 마음 같아선 한 번은 공짜로 고쳐주고 싶소.{nl}하지만 사정이 여의치 않으니 안타깝군.				대장장이
QUEST_20151001_002485		계시자가 수정광산을 마족의 손에서 되찾았다는 건 대단한 일입니다.{nl}응당 저희 펠타스타들이 나섰어야 할 일이었는데 부끄럽습니다.				펠타스타 마스터
QUEST_20151001_002486		팔라딘 마스터께서 저희 펠타스타에게 도움을 청했어도 될 터인데..{nl}그렇다면 그 마왕도 놓치지 않았을테지요.				펠타스타 마스터
QUEST_20151001_002487		수정광산을 누가 구했는지는 제겐 별로 중요치 않습니다.{nl}그가 크리오맨서인가 아닌가. 하다못해 파이로맨서는 아니였으면 좋겠군요.				크리오맨서 마스터
QUEST_20151001_002488		테넷 성당을 구했다라.. 하지만 그곳에도 여신은 안계셨다지요? {nl}안타까운 일입니다. 모두가 여신을 그토록 바라건만.				크리오맨서 마스터
QUEST_20151001_002489		수정광산이라니, 어떤 계시자인진 몰라도 드디어 한 건 했구먼.{nl}이제 여신들만 찾으면 되는 건가?{nl}				쿼렐슈터 마스터
QUEST_20151001_002490		테넷 성당은 신수의 날도 비껴갈 줄 알았는데, 마족 소굴이 되었다니 참 아쉽군.{nl}하지만 그래도 정말 잘 된 일이야. 이제부터 다시 시작하면 될 일 아닌가.				쿼렐슈터 마스터
QUEST_20151001_002491		마스터들도 나서지 못한 일을 계시자가 해내다니 부끄럽군.{nl}자격지심같은건 아니니 오해 말아줘.				레인저 마스터
QUEST_20151001_002492		테넷 성당 이야기를 들었어. 정말 대단하더군. {nl}클라페다의 모두가 계시자에게 거는 기대가 커지고 있어. 알고 있지?				레인저 마스터
QUEST_20151001_002493		신수의 날에 나는 수도의 사람들을 전부 구하지 못했지.{nl}하지만 어떤 계시자가 광산 마을의 모두를 구하였다는군. 정말 대단한 일이야.				소드맨 마스터
QUEST_20151001_002494		테넷 성당이라. 그 파수꾼들과는 잘 아는 사이지.{nl}세상이 이렇게 위험하니 클라페다로 이주하길 권했지만, 갤리 고원이 더 편하다더군.{nl}계시자 덕분에 다 잘된 셈이지.				소드맨 마스터
QUEST_20151001_002495		초대 팔라딘 마스터가 갤리 고원에 만들어 놓았다던 신성한 힘에 대해 자세히 연구하고 싶어.{nl}그 힘을 응용한다면 어쩌면 왕국을 구할 방법을 찾을 지도 몰라.				위저드 마스터
QUEST_20151001_002496		역시 수정광산에서 몰려나온 부베의 원흉은 마군주였어.{nl}그런데 왜 마을 사람들을 잡아간 걸까. 혹시 아는 거 있어?				위저드 마스터
QUEST_20151001_002497		정말 믿기지가 않아. 수정광산의 커닝햄 전설이 진짜란건가? {nl}그렇다면 그 소녀는 지금 어디에 있는 걸까.				아처 마스터
QUEST_20151001_002498		솔직히 계시자들을 처음 봤을 땐 마족의 농간이 아닐까 싶었는데..{nl}그래도 테넷 성당을 되찾았다니 이젠 정말 세상을 구원할지도 모르겠다고 믿고 있어.				아처 마스터
QUEST_20151001_002499		수정광산의 일은 저도 전해 들었습니다.{nl}계시자님들은 여신께서 보내신 사자임이 틀림없습니다.				클레릭 마스터
QUEST_20151001_002500		마족의 손에서 테넷 성당을 되찾았다니 이 얼마나 기쁜 일이란 말입니까.{nl}하지만 아직 갈 길이 멉니다. 적극 나서지 못함이 부끄러울 따름입니다.				클레릭 마스터
QUEST_20151001_002501		여신께서는 언제나 승리하십니다.{nl}수정광산에서 마군주 미르티스가 계시자에게 패배한 것이 그 증거이지요.				프리스트 마스터
QUEST_20151001_002502		비록 여신들께서 계시지 않더라도 우리가 승리할 것을 믿어 의심치 않고 있습니다.{nl}테넷 성당을 지켜낸 계시자가 바로 그 증거가 아니겠습니까.				프리스트 마스터
QUEST_20151001_002503		모두가 커닝햄의 전설은 단지 이야기일 뿐이라고 알고 있었다오.{nl}하지만 수정광산의 마군주가 정말로 나타났으니 그 소녀는 도대체 무어란 말인고..				크리비 마스터
QUEST_20151001_002504		팔라딘 마스터와는 꽤 오래 알고 지낸 사이라오.{nl}그 친구도 고민이 참 많았을 터인데.. 그대가 장한 일을 해 주었구료.				크리비 마스터
QUEST_20151001_002505		수정광산은 고난의 시작.{nl}그러나 그대가 짊어지고 가야 할 신성한 사명입니다.{nl}				오라클 마스터
QUEST_20151001_002506		그대, 대지가 죽음을 받아들이고 무수한 별들이 지평선을 그을 때..{nl}탄생과 죽음이 무한히 이어지는 한 선 위에 바로 설 구도자.				오라클 마스터
QUEST_20151001_002507		기록된 역사에서 라이마 여신이 모습을 드러내신 건 거의 없었습니다.{nl}그리고 그 긴 세월을 계시를 만들며.. 당신을 기다린 것이겠지요.				보코르 마스터
QUEST_20151001_002508		굉장해. 어떤 계시자가 수정광산의 마군주를 물리쳤다는 소식을 들었어. {nl}하지만 그것보다도 커닝햄의 전실이 사실이었다는게 더 놀라워.				파이로맨서 마스터
QUEST_20151001_002509		테넷 성당을 지켜냈다는 소식을 들으면서 많은 생각이 들었어.{nl}이 모든 재앙이 어쩌면, 우리가 상상하지 못할 정도로 커다란 것을 위한 게 아닐까..				파이로맨서 마스터
QUEST_20151001_002510		누군진 몰라도 계시자가 수정광산의 마군주를 물리쳤다니, 정말 대단하더군.{nl}이제 희망을 기대하는 게 사치스러운 일이 아니게 된 것인가.				하이랜더 마스터
QUEST_20151001_002511		테넷 성당을 지켜낸 것은 정말 대단한 일이라고 하나 팔라딘 마스터의 안위가 걱정되는군.{nl}신수의 날에 수도에서 성구를 사용하셨을 때에도 오랜 시간을 회복에 전념하셨다.				하이랜더 마스터
QUEST_20151001_002512		얼마 전에 나타난 계시자 덕분에 마족들이 마법사의 탑을 손에 넣는 데 실패했다고 들었습니다.{nl}하지만 저라면 처음부터 그 누구도 감히 넘볼 수 없도록 준비했을 겁니다{nl}제 본가처럼 되지 않도록요.				스콰이어 마스터
QUEST_20151001_002513		마군주 따위가 현자 메이번의 가르침을 우롱하다니..{nl}나크티스는 그 대가를 톡톡히 치른 겁니다.				스콰이어 마스터
QUEST_20151001_002514		마법사의 탑에서 마족을 몰아낸 엄청난 계시자가 있다며?{nl}마스터들은 서로 눈치나 보고 있었는데 말야. 물론 나도 할 말은 없지.				로그 마스터
QUEST_20151001_002515		신수의 날 이후로 다들 살아남기 바빠 대성당에 갈 생각은 하지 못했지.{nl}하지만 대성당은 모두가 마음을 기대는 곳이거든. {nl}어떤 계시자인지는 몰라도 정말 큰 일을 해줬어.				로그 마스터
QUEST_20151001_002516		누군진 몰라도 그 계시자보단 내가 더 확실하게 마법사의 탑을 구했을거야.{nl}대신 그 만큼의 비용은 감수해야겠지?				하카펠 마스터
QUEST_20151001_002517		나처럼 돈에 눈이 뒤집힌 사람도 대성당이 얼마나 중요한진 알고 있어.{nl}하지만 좀 걸리는게.. 현자 메이번의 목걸이들 말이다. {nl}설마 마족의 손에 있는 건 아니겠지?				하카펠 마스터
QUEST_20151001_002518		나는 거친 풍랑을 뚫고, 자넨 가시숲을 뚫고 여기에 와 있지.{nl}설마 여신이라도 찾은 건 아니겠지. 그런데 왜 그래?				커세어 마스터
QUEST_20151001_002519		마법사의 탑이 함락되었으면 이 페디미안도 결코 무사하지 않았을 것입니다.{nl}마군주 헬가 세르클.. 집착의 끝이 그렇게 허무하게 끝나버리고 마는군요.				드루이드 마스터
QUEST_20151001_002520		여신의 꿈을 꾸었다는 계시자들이 나타난 이래로 하나 하나 마족의 손에서 해방되고 있습니다.{nl}대성당도 마찬가지이지요. {nl}여신께서 우릴 버리지 않으셨다는 증거가 바로 그들 아니겠습니까.				드루이드 마스터
QUEST_20151001_002521		왕국을 떠나며				
QUEST_20151001_002522		수도의 지하 깊은 곳에서부터 커다란 나무가 솟구쳐 올랐다.{nl}나무의 크기는 어떤 산을 가져다 놓아도 비견할 수 없을 정도로 거대했다.{nl}그 여파로 대부분의 도시가 파괴되었고, 많은 이들이 사랑하는 이들을 잃었다.{nl}				왕국을 떠나며
QUEST_20151001_002523		허나 재앙은 끝나지 않았다.{nl}사악한 기운이 온 땅을 뒤덮고, 몬스터가 마구 날뛰기 시작했으며, {nl}마족들은 침공을 시작했다.{nl}마치 불치병처럼 나아질 기미는 절대 보이지 않았다.{nl}				왕국을 떠나며
QUEST_20151001_002524		그래도 여신은 없었다.{nl}우리가 믿고 따르던 여신들은 자취를 감춘 채 아무도 기도에 응하지 않았다.{nl}사람들은 분노하고 슬퍼했으며 후에는 체념만이 남았다.{nl}계속되는 재앙을 막아보려고 발악하고 날뛰었지만 혼란만 가중될 뿐이였고 {nl}죽음은 항상 곁에 있었기에 점점 무뎌져갔다. {nl}				왕국을 떠나며
QUEST_20151001_002525		모든 슬픔과 고통에 담담해져만 간다.{nl}송장같은 얼굴로 희망을 잃고 체념한 채 아무것도 하지 않으려 한다.{nl}왕국 역사의 마지막을 지켜보듯이.. {nl}돌아오지 않는 여신의 이름만 의미없이 되뇌이고 있다.{nl}				왕국을 떠나며
QUEST_20151001_002526		여기까지 글을 마치며 나는 이 왕국을 떠나려 한다.{nl}여신에게 기대려고만 하는 이 무력감이 싫고 절망만이 남은 담담함이 싫다.{nl}떠날 것이다. 희망을 떠올릴 수 있는 곳으로..				왕국을 떠나며
